AÑO,MES,DIA,FOLIO,CLAVE,NOMBRE,PRECIO,CANTIDAD
2023,10,9,24332, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,1
2023,10,9,24333, QU, QUESO PANELA IMPERIAL 69,45,4.307692308
2023,10,9,24333, REIO, REQUESON IMPERIAL ORO 47,47,0.5
2023,10,9,24333, CHRCA, CHILES RAJAS IMPERIAL CUBETA 10KG,299,1
2023,10,9,24333, CRCCHORRO, CREMA IMPERIAL              ,44,5
2023,10,9,24334, CRIO, CREMA IMPERIAL ORO,59,2
2023,10,9,24335, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,2
2023,10,9,24335, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,9,24336, QUOSC, QUESO OAXACA IMPERIAL ORO 1KG 122,122,1.035
2023,10,9,24337, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24337, JAEA, JAMON ESPALDILLA AROOS (PRO),44,1
2023,10,9,24338, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,9,24339, CRLL, CREMA LALA 900L ROJA,69,1
2023,10,9,24339, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,3.09
2023,10,9,24339, CRCMCHORROMAY, CREMA IMPERIAL MAYOREO,43,10
2023,10,9,24340, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,1
2023,10,9,24341, QUMEVB, QUESO MOLIDO ECONOMICO VANIA (PRO) 5KG,137.5,1
2023,10,9,24342, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67,2
2023,10,9,24342, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,5
2023,10,9,24342, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,1.5
2023,10,9,24342, CRE, CREMA EXTRA,34,4
2023,10,9,24343, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,9,24344, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,1
2023,10,9,24345, QU, QUESO PANELA IMPERIAL 69,45,1.123076923
2023,10,9,24346, CRIO, CREMA IMPERIAL ORO,59,3
2023,10,9,24347, QUASG, QUESO AMARILLO SABINO GRANEL,75,0.51
2023,10,9,24347, CRIOM, CREMA IMPERIAL ORO MAYOREO,58,10
2023,10,9,24348, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,12.37
2023,10,9,24348, QUOIP, QUESO OAXACA IMPERIAL PLATO (PRO) 89,89,5
2023,10,9,24348, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,3.17
2023,10,9,24348, CHRCA, CHILES RAJAS IMPERIAL CUBETA 10KG,299,1
2023,10,9,24348, CRCCUCHORRO, CREMA IMPERIAL CUBETA 18KG,785,1
2023,10,9,24348, JAEA, JAMON ESPALDILLA AROOS (PRO),44,4
2023,10,9,24349, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,9,24350, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,9,24351, CRIO, CREMA IMPERIAL ORO,59,0.25
2023,10,9,24352, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,9,24352, CRIO, CREMA IMPERIAL ORO,59,2
2023,10,9,24353, QUM, QUESO MOLIDO MONARCA ,76,2
2023,10,9,24353, CRCCHORRO, CREMA IMPERIAL              ,44,4
2023,10,9,24354, ARRI, ARRACHERA MARINADA IMPERIAL,83,6
2023,10,9,24354, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,4
2023,10,9,24355, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,4
2023,10,9,24355, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1.88
2023,10,9,24355, QUCB, QUESO CREMA IMPERIAL KILO,53,1
2023,10,9,24356, ACOM1, ACEITE OLIVA E.V. MONASTERIO 1L,89,2
2023,10,9,24357, CHPRPM, CHICHARRON PRENSADO ROJO (PRO)+D 127,127,10.27
2023,10,9,24358, CALDCM, CAJETA LUPERCIO DOBLE CREMA 1/2KG(PRO),31,1
2023,10,9,24359, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,3
2023,10,9,24359, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,2
2023,10,9,24360, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,3.17
2023,10,9,24361, LED24C, LECHERA DUPAOLI 24KG CUBETA GRANDE,1105,1
2023,10,9,24362, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,1
2023,10,9,24363, REIO, REQUESON IMPERIAL ORO 47,47,0.25
2023,10,9,24364, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,1
2023,10,9,24365, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,2.33
2023,10,9,24366, MAD1K, MANTEQUILLA DAISY 1KG,107,2
2023,10,9,24367, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,9,24368, CRL4, CREMA LALA 4L CUBETA  (PRO),219,3
2023,10,9,24369, ARRI, ARRACHERA MARINADA IMPERIAL,83,10
2023,10,9,24369, CAYGC, CATSUP YOLI GALON (4PZ),273,1
2023,10,9,24370, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,9,24371, REIO, REQUESON IMPERIAL ORO 47,47,0.9
2023,10,9,24372, REZ, REQUESON ORDENA (PRO) 43,43,1.12
2023,10,9,24372, CRE, CREMA EXTRA,34,1
2023,10,9,24373, CRE, CREMA EXTRA,34,2
2023,10,9,24373, CRP, CREMA PURA,22,5
2023,10,9,24374, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,9,24375, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,9,24376, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,9,24377, TOI, TOCINO IMPERIAL ,112,1
2023,10,9,24378, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,1
2023,10,9,24378, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,9,24379, CRL450, CREMA LALA 426ML ROJA,34,1
2023,10,9,24380, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,9,24381, QUFSMD, ADOBERA SAN MIGUEL DORADA 1/4KG 135,33.75,8
2023,10,9,24381, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67,6
2023,10,9,24382, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24383, EXQAS, EXHIBIDOR QUESO AMARILLO SABINO,119,1
2023,10,9,24384, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24385, ADFRK, ADOBERA FUNDIR RAMIREZ 1KG (PRO) 106,106,15.06
2023,10,9,24385, REZM, REQUESON ORDENA MAYOR DIEZ (PRO) 41,41,10
2023,10,9,24385, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,4
2023,10,9,24385, CRCCHORRO, CREMA IMPERIAL              ,44,35
2023,10,9,24386, REZ, REQUESON ORDENA (PRO) 43,43,2.975
2023,10,9,24386, QUM, QUESO MOLIDO MONARCA ,76,1.5
2023,10,9,24386, QUM, QUESO MOLIDO MONARCA ,76,2
2023,10,9,24386, CRZP, CREMA ORDE√ëA (PRO),29,6
2023,10,9,24387, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,9,24388, RET, RECORTE TOCINO IMPERIAL,69,1
2023,10,9,24389, CRE, CREMA EXTRA,34,1.25
2023,10,9,24390, CRAC3, CREMA AVELLANAS ASTRA 3KG,389,20
2023,10,9,24391, EXQAS, EXHIBIDOR QUESO AMARILLO SABINO,119,1
2023,10,9,24391, CAT4, CATSUP TITA 4.5KG,89,1
2023,10,9,24391, JAYR, JAMON YORK RIOJA (PRO),101.5,0.75
2023,10,9,24391, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,2
2023,10,9,24392, CRE, CREMA EXTRA,34,1
2023,10,9,24393, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.145
2023,10,9,24393, CRIO, CREMA IMPERIAL ORO,59,2
2023,10,9,24394, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,9,24395, CRBTCHANTILLY, CREMA BATIDA TAPALPA 1KG BOLSA,56,1
2023,10,9,24395, CAYG, CATSUP YOLI GALON,70,1
2023,10,9,24396, MAD, MARGARINA DAISY 1KG,55,4
2023,10,9,24396, RET, RECORTE TOCINO IMPERIAL,69,0.7
2023,10,9,24396, CHRV3, CHILES RODAJAS VITROLERO 3.8KG,69,4
2023,10,9,24396, CAYG, CATSUP YOLI GALON,70,1
2023,10,9,24396, JAEA, JAMON ESPALDILLA AROOS (PRO),44,10
2023,10,9,24396, CAYGC, CATSUP YOLI GALON (4PZ),273,1
2023,10,9,24397, SAPZAG, SALCHICHA PAVO ANY GRANEL,36,1
2023,10,9,24397, JACC, JAMON CALIFORNIA CAPIS (PRO),77,0.25
2023,10,9,24398, EXQAD, EXHIBIDOR QUESO AMARILLO DAISY,93,1
2023,10,9,24398, CHRZG, CHILES RAJAS GRANEL (PRO),37,2
2023,10,9,24399, JAEA, JAMON ESPALDILLA AROOS (PRO),44,1
2023,10,9,24400, QU, QUESO PANELA IMPERIAL 69,45,1.015384615
2023,10,9,24400, ACOM1, ACEITE OLIVA E.V. MONASTERIO 1L,89,1
2023,10,9,24400, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24401, QU, QUESO PANELA IMPERIAL 69,45,1.076923077
2023,10,9,24401, CRE, CREMA EXTRA,34,3
2023,10,9,24402, EXQAS, EXHIBIDOR QUESO AMARILLO SABINO,119,1
2023,10,9,24403, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.01
2023,10,9,24403, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,9,24404, QUOSJ1, QUESO OAXACA IMPERIAL ORO 1/4KG 122,30.5,4
2023,10,9,24405, ADFRM, ADOBERA FUNDIR RAMIREZ 1/2KG (PRO) 106,53,3
2023,10,9,24405, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,2.18
2023,10,9,24406, JAR, JAMON AMERICANO RIOJA (PRO),71,1
2023,10,9,24407, QU, QUESO PANELA IMPERIAL 69,45,1.184615385
2023,10,9,24408, QUOSC, QUESO OAXACA IMPERIAL ORO 1KG 122,122,0.975
2023,10,9,24409, QUPC, QUESO PANELA IMPERIAL CUADRADA 1KG 69,69,1
2023,10,9,24409, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,9,24410, QUOSMM, QUESO OAXACA SAN MIGUEL 1/2K (PRO) 136,68,1
2023,10,9,24411, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,1
2023,10,9,24411, SAPZCM, SALCHICHA PAVO CAPIS 1/2KG (PRO),33.5,1
2023,10,9,24411, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,9,24412, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,5.86
2023,10,9,24412, QUFSMM1, ADOBERA SAN MIGUEL DORADA 1K (PRO) 135,134,4.15
2023,10,9,24412, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67,6
2023,10,9,24412, CRIOC, CREMA IMPERIAL ORO CUBETA 18KG,1064,1
2023,10,9,24413, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,1
2023,10,9,24414, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,2
2023,10,9,24415, QUPC, QUESO PANELA IMPERIAL CUADRADA 1KG 69,69,1
2023,10,9,24415, REZ, REQUESON ORDENA (PRO) 43,43,0.62
2023,10,9,24415, CRCCHORRO, CREMA IMPERIAL              ,44,0.25
2023,10,9,24415, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24416, MAD, MARGARINA DAISY 1KG,55,2
2023,10,9,24417, QUCSM, QUESO MOZZARELA CUBICADO MOY (PRO),114.5,1
2023,10,9,24418, CRCCHORRO, CREMA IMPERIAL              ,44,0.25
2023,10,9,24419, CUMK, CUERITOS MEXICANO 1KG,22.5,1
2023,10,9,24419, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,3
2023,10,9,24419, MOP3, MOLE PROVINCIANO 3KG,194,1
2023,10,9,24420, CRL450, CREMA LALA 426ML ROJA,34,1
2023,10,9,24421, CRE, CREMA EXTRA,34,4
2023,10,9,24421, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,2
2023,10,9,24422, SAPZC2, SALCHICHA PAVO CAPIS 2.5KG (PRO),134,2
2023,10,9,24422, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,9,24422, JAVPCAP, JAMON VIRGINIA PAVO CAPIS (PRO),111,1.5
2023,10,9,24423, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,6.42
2023,10,9,24424, TOI, TOCINO IMPERIAL ,112,3
2023,10,9,24425, CRBTCHANTILLY, CREMA BATIDA TAPALPA 1KG BOLSA,56,2
2023,10,9,24426, REIO, REQUESON IMPERIAL ORO 47,47,0.25
2023,10,9,24427, QUMM, QUESO MOLIDO MONARCA 5KG BOLSA ,377.5,1
2023,10,9,24428, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,3.22
2023,10,9,24428, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,9,24429, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,4
2023,10,9,24429, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.105
2023,10,9,24429, QUOIMK, QUESO OAXACA IMPERIAL 1/4KG 89,22.25,3
2023,10,9,24429, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,1
2023,10,9,24429, SAPZC1, SALCHICHA PAVO CAPIS 1KG (PRO),62,4
2023,10,9,24429, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,9,24430, CRCCHORRO, CREMA IMPERIAL              ,44,4
2023,10,9,24431, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,8
2023,10,9,24431, CRCCHORRO, CREMA IMPERIAL              ,44,4
2023,10,9,24432, CRLL, CREMA LALA 900L ROJA,69,4
2023,10,9,24433, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,9,24434, LED5, LECHERA ALTE√ëA DUPAOLI 5K CUBETA CHICA,238,2
2023,10,9,24435, CHPR, CHICHARRON PRENSADO ROJO (PRO) 129,129,8.1
2023,10,9,24436, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.4
2023,10,9,24436, CRE, CREMA EXTRA,34,1
2023,10,9,24437, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,1
2023,10,9,24438, QUMM, QUESO MOLIDO MONARCA 5KG BOLSA ,377.5,8
2023,10,9,24438, CRIN, CREMA IMPERIAL (PRO) (NORMA) ,40,15
2023,10,9,24438, CRIN, CREMA IMPERIAL (PRO) (NORMA) ,40,40
2023,10,9,24439, QUPC, QUESO PANELA IMPERIAL CUADRADA 1KG 69,69,2.23
2023,10,9,24439, ARRI, ARRACHERA MARINADA IMPERIAL,83,30
2023,10,9,24439, TOHIRM, TORTILLA HARINA IMPERIAL MAYOREO,12,10
2023,10,9,24439, CRE, CREMA EXTRA,34,5
2023,10,9,24440, CATB20, CATSUP TITA BLANCA 20KG CUBETA GDE,364,1
2023,10,9,24440, CATRMC, CATSUP TITA ROJA 20KG CUBETA MAYOR +5,315,7
2023,10,9,24440, LED24C, LECHERA DUPAOLI 24KG CUBETA GRANDE,1105,2
2023,10,9,24441, CRPM, CREMA PURA MAYOREO,21,22
2023,10,9,24441, JACC, JAMON CALIFORNIA CAPIS (PRO),77,3
2023,10,9,24442, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24443, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,2
2023,10,9,24443, QUMM, QUESO MOLIDO MONARCA 5KG BOLSA ,377.5,1
2023,10,9,24443, SAYM, SALCHICHA HOT DOG YOSSI (PRO),87,10
2023,10,9,24444, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,2.14
2023,10,9,24444, REZ, REQUESON ORDENA (PRO) 43,43,2.07
2023,10,9,24444, QUMEV, QUESO MOLIDO ECONOMICO VANIA (PRO),28,1
2023,10,9,24444, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,9,24445, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,9,24445, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,1
2023,10,9,24446, QUOIM, QUESO OAXACA IMPERIAL 1/2KG 89,44.5,1
2023,10,9,24447, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24447, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.5
2023,10,9,24448, CHPR, CHICHARRON PRENSADO ROJO (PRO) 129,129,1.85
2023,10,9,24448, CAP8C, CATSUP EN PORCIONES 8GR (200PZ),48,1
2023,10,9,24449, ARRI, ARRACHERA MARINADA IMPERIAL,83,2
2023,10,9,24449, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,5
2023,10,9,24449, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,9,24450, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24451, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,4
2023,10,9,24451, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,0.6
2023,10,9,24452, REIO, REQUESON IMPERIAL ORO 47,47,0.5
2023,10,9,24452, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,2
2023,10,9,24452, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,9,24452, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.25
2023,10,9,24453, BORI, CHILES RODAJAS IMPERIAL 3KG BOLSA,62,1
2023,10,9,24454, QU, QUESO PANELA IMPERIAL 69,45,0.953846154
2023,10,9,24454, QUPC, QUESO PANELA IMPERIAL CUADRADA 1KG 69,69,2.975
2023,10,9,24455, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,6
2023,10,9,24455, CRAC3, CREMA AVELLANAS ASTRA 3KG,389,2
2023,10,9,24456, CHEP, CHORIZO EL PASTOR 89 (PRO),89,5
2023,10,9,24456, ARRI, ARRACHERA MARINADA IMPERIAL,83,20
2023,10,9,24456, TOJI, TORTILLA HARINA IMPERIAL 10PZ JUMBO ,42,4
2023,10,9,24457, QUOSMM, QUESO OAXACA SAN MIGUEL 1/2K (PRO) 136,68,1
2023,10,9,24457, QUOSM, QUESO OAXACA SAN MIGUEL 1KG (PRO) 136,136,1
2023,10,9,24457, QUOSM, QUESO OAXACA SAN MIGUEL 1KG (PRO) 136,136,1
2023,10,9,24458, CHPR, CHICHARRON PRENSADO ROJO (PRO) 129,129,5.035
2023,10,9,24459, QUOSJ, QUESO OAXACA IMPERIAL ORO 1/2KG 122,61,1
2023,10,9,24460, QUCIMA, QUESO ASADERO CHELITA  1KG,89,1
2023,10,9,24461, CRL450, CREMA LALA 426ML ROJA,34,1
2023,10,9,24462, CRE, CREMA EXTRA,34,3
2023,10,9,24463, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2
2023,10,9,24464, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.25
2023,10,9,24465, QUCAIP, QUESO COTIJA ANEJO PIEZA 24KG 149,3528,0.463
2023,10,9,24465, SAPZAG, SALCHICHA PAVO ANY GRANEL,36,1
2023,10,9,24465, CRCMCHORROMAY, CREMA IMPERIAL MAYOREO,43,30
2023,10,9,24465, JACC, JAMON CALIFORNIA CAPIS (PRO),77,0.25
2023,10,9,24466, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,0.93
2023,10,9,24466, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,9,24467, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,1
2023,10,9,24467, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24468, CRIO, CREMA IMPERIAL ORO,59,0.25
2023,10,9,24469, CRE, CREMA EXTRA,34,6
2023,10,9,24470, CARA, CARNE RES AMPARITO 1KG,66,3
2023,10,9,24471, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,1
2023,10,9,24471, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,6
2023,10,9,24471, JAR, JAMON AMERICANO RIOJA (PRO),71,4
2023,10,9,24472, CAYG, CATSUP YOLI GALON,70,1
2023,10,9,24472, CRP, CREMA PURA,22,3
2023,10,9,24473, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,9,24473, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24474, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,9,24474, JAR, JAMON AMERICANO RIOJA (PRO),71,0.5
2023,10,9,24475, QUCB, QUESO CREMA IMPERIAL KILO,53,12
2023,10,9,24476, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.25
2023,10,9,24477, ARRI, ARRACHERA MARINADA IMPERIAL,83,4
2023,10,9,24477, RET, RECORTE TOCINO IMPERIAL,69,1
2023,10,9,24478, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,9,24478, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,2
2023,10,9,24479, CRE, CREMA EXTRA,34,1
2023,10,9,24480, QUOSJ, QUESO OAXACA IMPERIAL ORO 1/2KG 122,61,1
2023,10,9,24480, QUOSJ1, QUESO OAXACA IMPERIAL ORO 1/4KG 122,30.5,1
2023,10,9,24480, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,2
2023,10,9,24481, ZCAPG, CATSUP EN PORCIONES 8GR (1000PZ) (GMI),195,3
2023,10,9,24481, ZAV3, ZANAHORIA VITROLERO 3.8KG,34,1
2023,10,9,24482, CHRZG, CHILES RAJAS GRANEL (PRO),37,0.25
2023,10,9,24483, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,3.44
2023,10,9,24483, CRCCHORRO, CREMA IMPERIAL              ,44,5
2023,10,9,24484, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,2
2023,10,9,24484, CRZP, CREMA ORDE√ëA (PRO),29,4
2023,10,9,24485, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.27
2023,10,9,24486, CRLL, CREMA LALA 900L ROJA,69,1
2023,10,9,24487, MAD1K, MANTEQUILLA DAISY 1KG,107,2
2023,10,9,24488, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,2
2023,10,9,24489, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,3
2023,10,9,24490, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,0.76
2023,10,9,24490, QU, QUESO PANELA IMPERIAL 69,45,1.030769231
2023,10,9,24490, CRIO, CREMA IMPERIAL ORO,59,2
2023,10,9,24491, REIO, REQUESON IMPERIAL ORO 47,47,3.2
2023,10,9,24492, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24493, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,1
2023,10,9,24494, QU, QUESO PANELA IMPERIAL 69,45,5.4
2023,10,9,24494, CHRZG, CHILES RAJAS GRANEL (PRO),37,1
2023,10,9,24494, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,9,24494, CRB, CREMA PARA BIONICOS IMPERIAL,20,2
2023,10,9,24495, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,10,24496, CRE, CREMA EXTRA,34,1
2023,10,10,24497, CRP, CREMA PURA,22,4
2023,10,10,24498, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.25
2023,10,10,24499, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,4.05
2023,10,10,24499, QUFSMD, ADOBERA SAN MIGUEL DORADA 1/4KG 135,33.75,6
2023,10,10,24500, CRBLK, CREMA PARA BATIR LYNCOTT 1L,87,5
2023,10,10,24501, LED5, LECHERA ALTE√ëA DUPAOLI 5K CUBETA CHICA,238,2
2023,10,10,24502, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,10,24502, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,1
2023,10,10,24503, CRL450, CREMA LALA 426ML ROJA,34,4
2023,10,10,24503, SAPAZ, LA CLAVE CAMBIO,56,2
2023,10,10,24503, MOAP4, MOLE ALMENDRADO PROVINCIANO 4KG,424,1
2023,10,10,24504, QU, QUESO PANELA IMPERIAL 69,45,1.076923077
2023,10,10,24504, RET, RECORTE TOCINO IMPERIAL,69,0.5
2023,10,10,24505, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,1.2
2023,10,10,24506, QU, QUESO PANELA IMPERIAL 69,45,1.876923077
2023,10,10,24507, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,5.225
2023,10,10,24508, ADFRK, ADOBERA FUNDIR RAMIREZ 1KG (PRO) 106,106,5.22
2023,10,10,24509, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,2
2023,10,10,24510, CRCCHORRO, CREMA IMPERIAL              ,44,2.5
2023,10,10,24511, QUN1, QUESO PARA NACHOS SABINO 1KG,24,1
2023,10,10,24511, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,1
2023,10,10,24512, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,10,24513, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.06
2023,10,10,24513, QUAMMM, QUESO ASADERO MOY 1KG (PRO),134,3.07
2023,10,10,24513, QUOSM, QUESO OAXACA SAN MIGUEL 1KG (PRO) 136,136,3.21
2023,10,10,24514, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,10,24514, JACC, JAMON CALIFORNIA CAPIS (PRO),77,1.5
2023,10,10,24515, RE, REQUESON IMPERIAL 37,37,10
2023,10,10,24516, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,2.26
2023,10,10,24516, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,10,24517, LED5, LECHERA ALTE√ëA DUPAOLI 5K CUBETA CHICA,238,1
2023,10,10,24518, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,10,24519, TOHIRM, TORTILLA HARINA IMPERIAL MAYOREO,12,12
2023,10,10,24519, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,10,24520, REIO, REQUESON IMPERIAL ORO 47,47,0.5
2023,10,10,24521, ARRI, ARRACHERA MARINADA IMPERIAL,83,4
2023,10,10,24521, RET, RECORTE TOCINO IMPERIAL,69,1
2023,10,10,24521, SAYM, SALCHICHA HOT DOG YOSSI (PRO),87,1
2023,10,10,24521, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.5
2023,10,10,24521, CRE, CREMA EXTRA,34,6
2023,10,10,24521, JAR, JAMON AMERICANO RIOJA (PRO),71,1.5
2023,10,10,24522, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1.18
2023,10,10,24523, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,4.26
2023,10,10,24523, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,1
2023,10,10,24523, JAR, JAMON AMERICANO RIOJA (PRO),71,8
2023,10,10,24524, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1.04
2023,10,10,24525, CRIO, CREMA IMPERIAL ORO,59,0.25
2023,10,10,24526, QUOIMK, QUESO OAXACA IMPERIAL 1/4KG 89,22.25,1
2023,10,10,24527, QUMEV, QUESO MOLIDO ECONOMICO VANIA (PRO),28,0.5
2023,10,10,24527, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,10,24528, QUAMK, ADOBERA FUNDIR MOY 1KG 139,139,0.98
