AÑO,MES,DIA,FOLIO,CLAVE,NOMBRE,PRECIO,CANTIDAD
2023,10,28,28164, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.34
2023,10,28,28164, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,28,28165, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,1
2023,10,28,28165, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.02
2023,10,28,28165, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28166, CHRZG, CHILES RAJAS GRANEL (PRO),37,0.25
2023,10,28,28167, CRIO, CREMA IMPERIAL ORO,59,1.25
2023,10,28,28168, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,3
2023,10,28,28168, CRE, CREMA EXTRA,34,6
2023,10,28,28169, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.15
2023,10,28,28170, QUFSMM1, ADOBERA SAN MIGUEL DORADA 1K (PRO) 135,135,0.77
2023,10,28,28170, CRIO, CREMA IMPERIAL ORO,59,5
2023,10,28,28171, QUASG, QUESO AMARILLO SABINO GRANEL,75,1.005
2023,10,28,28171, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,1.145
2023,10,28,28171, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67.5,6
2023,10,28,28171, TOI, TOCINO IMPERIAL ,112,0.5
2023,10,28,28171, CHRV3A, CHILES RAJAS VITROLERO 3.8KG,69,1
2023,10,28,28171, CRP, CREMA PURA,22,5
2023,10,28,28172, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,28,28173, QUAMK, ADOBERA FUNDIR MOY 1KG 139,139,3.52
2023,10,28,28173, QUAMK, ADOBERA FUNDIR MOY 1KG 139,139,3.96
2023,10,28,28173, JAPVVVP, JAMON PAVO AROOS 4KG PIEZA (PRO) 70,280,3
2023,10,28,28173, QUOIP, QUESO OAXACA IMPERIAL PLATO (PRO) 89,89,6.006
2023,10,28,28173, TOIP, TOCINO IMPERIAL PIEZA 109,350,1
2023,10,28,28173, ARRIM, ARRACHERA IMPERIAL MAYOREO,81,20
2023,10,28,28173, SAYM, SALCHICHA HOT DOG YOSSI (PRO),87,2
2023,10,28,28173, PEP3, PEPIAN PROVINCIANO 3KG,194,1
2023,10,28,28173, CRCCUCHORRO, CREMA IMPERIAL CUBETA 18KG,785,1
2023,10,28,28173, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,3
2023,10,28,28174, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,5.25
2023,10,28,28175, QUAMMM, QUESO ASADERO MOY 1KG (PRO),134,2.1
2023,10,28,28175, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28176, ADFSK, ADOBERA FUNDIR SANDRITA 165,165,1.17
2023,10,28,28176, CRBTCHANTILLY, CREMA BATIDA TAPALPA 1KG BOLSA,56,2
2023,10,28,28176, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,4
2023,10,28,28176, CUP1, CUERITOS PICADOS IMPERIAL 1KG,18.5,4
2023,10,28,28176, QUMEVB, QUESO MOLIDO ECONOMICO VANIA (PRO) 5KG,137.5,1
2023,10,28,28176, CHRV3A, CHILES RAJAS VITROLERO 3.8KG,69,1
2023,10,28,28176, CRCCUCHORRO, CREMA IMPERIAL CUBETA 18KG,785,1
2023,10,28,28177, QUOSJ, QUESO OAXACA IMPERIAL ORO 1/2KG 122,61,2
2023,10,28,28177, QUN1, QUESO PARA NACHOS SABINO 1KG,24,1
2023,10,28,28177, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28177, CRIO, CREMA IMPERIAL ORO,59,1.5
2023,10,28,28178, QUFSMM1, ADOBERA SAN MIGUEL DORADA 1K (PRO) 135,135,9.74
2023,10,28,28178, QUCMMD, QUESO CUBICADO MIXTO MAYOREO (PRO),77.5,10
2023,10,28,28179, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.12
2023,10,28,28179, QUCIMA, QUESO ASADERO CHELITA  1KG,89,4
2023,10,28,28179, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,2.075
2023,10,28,28180, CAYGC, CATSUP YOLI GALON (4PZ),273,2
2023,10,28,28181, QU, QUESO PANELA IMPERIAL 69,45,0.992307692
2023,10,28,28182, CAYG, CATSUP YOLI GALON,70,1
2023,10,28,28182, MOY3, MOSTAZA YOLI 3.8KG,91,1
2023,10,28,28182, CRP, CREMA PURA,22,2
2023,10,28,28183, QUAMK, ADOBERA FUNDIR MOY 1KG 139,139,1.04
2023,10,28,28183, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,3
2023,10,28,28183, CRIO, CREMA IMPERIAL ORO,59,3
2023,10,28,28184, CAYG, CATSUP YOLI GALON,70,1
2023,10,28,28184, CRZP, CREMA ORDE√ëA (PRO),29,2
2023,10,28,28185, LED5, LECHERA ALTE√ëA DUPAOLI 5K CUBETA CHICA,238,1
2023,10,28,28185, CRCCHORRO, CREMA IMPERIAL              ,44,2.5
2023,10,28,28186, CRCCHORRO, CREMA IMPERIAL              ,44,8
2023,10,28,28187, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,2
2023,10,28,28188, CRCCHORRO, CREMA IMPERIAL              ,44,5
2023,10,28,28189, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,28,28190, ARRI, ARRACHERA MARINADA IMPERIAL,82,3
2023,10,28,28191, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,1.095
2023,10,28,28191, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,6
2023,10,28,28191, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,28,28192, CRL4, CREMA LALA 4L CUBETA  (PRO),219,1
2023,10,28,28193, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1
2023,10,28,28193, CRL450, CREMA LALA 426ML ROJA,34,4
2023,10,28,28194, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28194, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28194, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,1
2023,10,28,28195, QUCCMDI, QUESO MIXTO IMPERIAL (PRO) (SEPULVEDA),72,20
2023,10,28,28195, JARI, JAMON AMERICANO RIOJA (PRO)(SEPULVEDA),70,5
2023,10,28,28195, CAP, CATSUP EN PORCIONES 8GR (1000PZ)GRANDE,209,1
2023,10,28,28196, MAD1K, MANTEQUILLA DAISY 1KG,107,1
2023,10,28,28197, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,3.245
2023,10,28,28197, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,2
2023,10,28,28198, QUOSJ1, QUESO OAXACA IMPERIAL ORO 1/4KG 122,30.5,1
2023,10,28,28198, QU, QUESO PANELA IMPERIAL 69,45,0.984615385
2023,10,28,28198, ACOM1, ACEITE OLIVA E.V. MONASTERIO 1L,89,1
2023,10,28,28198, CRP, CREMA PURA,22,8
2023,10,28,28199, CRL450, CREMA LALA 426ML ROJA,34,4
2023,10,28,28200, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.555
2023,10,28,28200, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28201, RE, REQUESON IMPERIAL 37,37,20
2023,10,28,28202, EXQAS, EXHIBIDOR QUESO AMARILLO SABINO,119,1
2023,10,28,28202, CAT4, CATSUP TITA 4.5KG,89,1
2023,10,28,28202, CRIO, CREMA IMPERIAL ORO,59,1.5
2023,10,28,28202, JAVPCAP, JAMON VIRGINIA PAVO CAPIS (PRO),111,0.5
2023,10,28,28203, CHRZG, CHILES RAJAS GRANEL (PRO),37,1
2023,10,28,28204, SAPZA, SALCHICHA PAVO ANY 2.7KG (PRO),97,1
2023,10,28,28205, ARRI, ARRACHERA MARINADA IMPERIAL,82,1
2023,10,28,28206, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,0.25
2023,10,28,28206, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28207, QUCB, QUESO CREMA IMPERIAL KILO,53,1
2023,10,28,28207, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,1
2023,10,28,28207, JAVPCAP, JAMON VIRGINIA PAVO CAPIS (PRO),111,0.5
2023,10,28,28208, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,28,28209, ADR, ADEREZO RANCH SABINO 3.4KG ,159,1
2023,10,28,28209, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,28,28209, CATB20, CATSUP TITA BLANCA 20KG CUBETA GDE,364,1
2023,10,28,28210, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28211, EXQAD, EXHIBIDOR QUESO AMARILLO DAISY,93,2
2023,10,28,28211, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,2
2023,10,28,28212, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28213, QU, QUESO PANELA IMPERIAL 69,45,0.984615385
2023,10,28,28213, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,2
2023,10,28,28213, CRZP, CREMA ORDE√ëA (PRO),29,2
2023,10,28,28213, JAPCPR, JAMON PIERNA CAPIS (PRO),99,1
2023,10,28,28214, SAPZCM, SALCHICHA PAVO CAPIS 1/2KG (PRO),33.5,1
2023,10,28,28214, JACC, JAMON CALIFORNIA CAPIS (PRO),77,0.3
2023,10,28,28215, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,3.085
2023,10,28,28216, QUMEVB, QUESO MOLIDO ECONOMICO VANIA (PRO) 5KG,137.5,2
2023,10,28,28217, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.03
2023,10,28,28217, MAD1K, MANTEQUILLA DAISY 1KG,107,1
2023,10,28,28218, QUCB, QUESO CREMA IMPERIAL KILO,53,1
2023,10,28,28218, RET, RECORTE TOCINO IMPERIAL,69,0.5
2023,10,28,28218, RET, RECORTE TOCINO IMPERIAL,69,1
2023,10,28,28218, REIO, REQUESON IMPERIAL ORO 47,47,0.25
2023,10,28,28218, CRE, CREMA EXTRA,34,1
2023,10,28,28218, CRIO, CREMA IMPERIAL ORO,59,2
2023,10,28,28218, JAEA, JAMON ESPALDILLA AROOS (PRO),44,0.25
2023,10,28,28219, CRE, CREMA EXTRA,34,2
2023,10,28,28220, QUOSM, QUESO OAXACA SAN MIGUEL 1KG (PRO) 136,136,0.975
2023,10,28,28221, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,4.24
2023,10,28,28222, CREM, CREMA EXTRA MAYOREO,33,10
2023,10,28,28223, CUP1, CUERITOS PICADOS IMPERIAL 1KG,18.5,2
2023,10,28,28224, CHRZG, CHILES RAJAS GRANEL (PRO),37,0.5
2023,10,28,28224, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.5
2023,10,28,28225, CHRZG, CHILES RAJAS GRANEL (PRO),37,0.5
2023,10,28,28226, ARRI, ARRACHERA MARINADA IMPERIAL,82,8
2023,10,28,28227, QUPC, QUESO PANELA IMPERIAL CUADRADA 1KG 69,69,1.12
2023,10,28,28227, REZ, REQUESON ORDENA (PRO) 43,43,4.95
2023,10,28,28227, ARRI, ARRACHERA MARINADA IMPERIAL,82,5
2023,10,28,28227, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,2
2023,10,28,28227, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,5
2023,10,28,28227, CRE, CREMA EXTRA,34,5
2023,10,28,28227, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,5
2023,10,28,28228, CRP, CREMA PURA,22,2
2023,10,28,28229, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,1.065
2023,10,28,28230, CHRZG, CHILES RAJAS GRANEL (PRO),37,1
2023,10,28,28230, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28231, CRIO, CREMA IMPERIAL ORO,59,4
2023,10,28,28232, CRCCHORRO, CREMA IMPERIAL              ,44,6
2023,10,28,28232, JAR, JAMON AMERICANO RIOJA (PRO),71,15
2023,10,28,28233, SAPZAG, SALCHICHA PAVO ANY GRANEL,36,0.5
2023,10,28,28233, CHRZG, CHILES RAJAS GRANEL (PRO),37,0.5
2023,10,28,28233, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28234, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,28,28235, SAVA, SALCHICHA VIENA AROOS 1K PAQUETE CHICO,39,1
2023,10,28,28235, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,28,28236, CAP8C, CATSUP EN PORCIONES 8GR (200PZ),48,2
2023,10,28,28236, JAP8C, JALAPENO EN PORCIONES 8GR (200PZ),51,1
2023,10,28,28236, MOP8C, MOSTAZA EN PORCIONES 8GR (200PZ),52,2
2023,10,28,28237, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67.5,2
2023,10,28,28237, QUCB, QUESO CREMA IMPERIAL KILO,53,4
2023,10,28,28238, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,28,28239, QUMEV, QUESO MOLIDO ECONOMICO VANIA (PRO),28,4
2023,10,28,28239, SAPZC1, SALCHICHA PAVO CAPIS 1KG (PRO),62,1
2023,10,28,28239, CHRZG, CHILES RAJAS GRANEL (PRO),37,2
2023,10,28,28239, CRZP, CREMA ORDE√ëA (PRO),29,4
2023,10,28,28240, JAR, JAMON AMERICANO RIOJA (PRO),71,1
2023,10,28,28241, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28242, CHRV3A, CHILES RAJAS VITROLERO 3.8KG,69,1
2023,10,28,28242, MOP3, MOLE PROVINCIANO 3KG,194,1
2023,10,28,28242, MOY3, MOSTAZA YOLI 3.8KG,91,1
2023,10,28,28242, CRCCHORRO, CREMA IMPERIAL              ,44,5
2023,10,28,28243, ADFSK, ADOBERA FUNDIR SANDRITA 165,165,1.94
2023,10,28,28243, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,4.065
2023,10,28,28243, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,2.49
2023,10,28,28243, JAR, JAMON AMERICANO RIOJA (PRO),71,6
2023,10,28,28244, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,1.21
2023,10,28,28244, CRCCHORRO, CREMA IMPERIAL              ,44,0.25
2023,10,28,28245, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,4
2023,10,28,28246, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,6.26
2023,10,28,28246, CRIOC, CREMA IMPERIAL ORO CUBETA 18KG,1064,1
2023,10,28,28247, QUFSMM1, ADOBERA SAN MIGUEL DORADA 1K (PRO) 135,135,3.06
2023,10,28,28247, QU, QUESO PANELA IMPERIAL 69,45,1.046153846
2023,10,28,28247, REZ, REQUESON ORDENA (PRO) 43,43,1.08
2023,10,28,28247, CRP, CREMA PURA,22,4
2023,10,28,28248, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,6
2023,10,28,28249, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.29
2023,10,28,28249, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,8
2023,10,28,28249, CRE, CREMA EXTRA,34,3
2023,10,28,28250, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67.5,1
2023,10,28,28251, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,1
2023,10,28,28251, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.25
2023,10,28,28252, ARRI, ARRACHERA MARINADA IMPERIAL,82,6
2023,10,28,28252, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,5
2023,10,28,28252, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,6
2023,10,28,28253, CRE, CREMA EXTRA,34,1
2023,10,28,28254, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1.215
2023,10,28,28255, QUPCB, QUESO PANELA ORO 85 ,55,1
2023,10,28,28256, MOB950, MOSTAZA YOLI IKG,25,1
2023,10,28,28256, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28256, CRP, CREMA PURA,22,1.5
2023,10,28,28256, JAVPCAP, JAMON VIRGINIA PAVO CAPIS (PRO),111,0.25
2023,10,28,28257, QUCB, QUESO CREMA IMPERIAL KILO,53,1
2023,10,28,28257, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,28,28257, CRIO, CREMA IMPERIAL ORO,59,3
2023,10,28,28258, QU, QUESO PANELA IMPERIAL 69,45,0.907692308
2023,10,28,28258, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28259, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,1.155
2023,10,28,28260, SAVA, SALCHICHA VIENA AROOS 1K PAQUETE CHICO,39,1
2023,10,28,28261, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,4
2023,10,28,28261, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.085
2023,10,28,28261, CUP1, CUERITOS PICADOS IMPERIAL 1KG,18.5,2
2023,10,28,28262, CRE, CREMA EXTRA,34,1
2023,10,28,28263, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,4.14
2023,10,28,28263, QUOSM, QUESO OAXACA SAN MIGUEL 1KG (PRO) 136,136,3.01
2023,10,28,28264, CRP, CREMA PURA,22,2
2023,10,28,28265, QUFSMM1, ADOBERA SAN MIGUEL DORADA 1K (PRO) 135,135,0.515
2023,10,28,28265, QU, QUESO PANELA IMPERIAL 69,45,1.153846154
2023,10,28,28265, SASZL, SALSA SOYA LOVE KITCHEN 1L (PRO),42,1
2023,10,28,28265, CRE, CREMA EXTRA,34,0.5
2023,10,28,28266, ACOM1, ACEITE OLIVA E.V. MONASTERIO 1L,89,1
2023,10,28,28267, QU, QUESO PANELA IMPERIAL 69,45,6
2023,10,28,28268, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,14.37
2023,10,28,28268, CRIOC, CREMA IMPERIAL ORO CUBETA 18KG,1064,1
2023,10,28,28269, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,1
2023,10,28,28269, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.555
2023,10,28,28269, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,28,28270, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1
2023,10,28,28270, QUOIP, QUESO OAXACA IMPERIAL PLATO (PRO) 89,89,0.99
2023,10,28,28270, QU, QUESO PANELA IMPERIAL 69,45,2.046153846
2023,10,28,28271, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.525
2023,10,28,28271, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,28,28272, CRP, CREMA PURA,22,2
2023,10,28,28273, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.12
2023,10,28,28273, QUCIMA, QUESO ASADERO CHELITA  1KG,89,4
2023,10,28,28273, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,2.075
2023,10,28,28274, CRBTCHANTILLY, CREMA BATIDA TAPALPA 1KG BOLSA,56,2
2023,10,28,28274, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,3
2023,10,28,28274, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,28,28275, CRP, CREMA PURA,22,3
2023,10,28,28276, CRCCHORRO, CREMA IMPERIAL              ,44,0.25
2023,10,28,28277, ARRIM, ARRACHERA IMPERIAL MAYOREO,81,26
2023,10,28,28277, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,5
2023,10,28,28277, RET, RECORTE TOCINO IMPERIAL,69,1
2023,10,28,28278, QUOSC, QUESO OAXACA IMPERIAL ORO 1KG 122,122,1.02
2023,10,28,28278, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,1
2023,10,28,28279, BASC, BASE SABINO 17KG,158,2
2023,10,28,28280, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,1
2023,10,28,28280, QUAMK, ADOBERA FUNDIR MOY 1KG 139,139,1.03
2023,10,28,28280, QU, QUESO PANELA IMPERIAL 69,45,0.953846154
2023,10,28,28280, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28281, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,0.67
2023,10,28,28282, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,2
2023,10,28,28283, CRCCHORRO, CREMA IMPERIAL              ,44,5
2023,10,28,28283, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,4
2023,10,28,28284, CHEP, CHORIZO EL PASTOR 89 (PRO),89,5.07
2023,10,28,28284, ARRI, ARRACHERA MARINADA IMPERIAL,82,15
2023,10,28,28284, TOJI, TORTILLA HARINA IMPERIAL 10PZ JUMBO ,42,3
2023,10,28,28285, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,4
2023,10,28,28285, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.14
2023,10,28,28285, QUAMMM, QUESO ASADERO MOY 1KG (PRO),134,1.965
2023,10,28,28285, JAR, JAMON AMERICANO RIOJA (PRO),71,5
2023,10,28,28286, CRZP, CREMA ORDE√ëA (PRO),29,1
2023,10,28,28287, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,2
2023,10,28,28287, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,3
2023,10,28,28287, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,5
2023,10,28,28288, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,28,28289, SAPZC1, SALCHICHA PAVO CAPIS 1KG (PRO),62,3
2023,10,28,28290, QUCIMAC, QUESO ASADERO CHELITA 1KG MAYOREO,88,30
2023,10,28,28290, QUCMMD, QUESO CUBICADO MIXTO MAYOREO (PRO),77.5,50
2023,10,28,28291, TOIM, TOCINO IMPERIAL MAYOREO D,109,4.2
2023,10,28,28292, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,8
2023,10,28,28292, SAYM, SALCHICHA HOT DOG YOSSI (PRO),87,1
2023,10,28,28293, ARRIM, ARRACHERA IMPERIAL MAYOREO,81,15
2023,10,28,28294, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1.155
2023,10,28,28294, QUPC, QUESO PANELA IMPERIAL CUADRADA 1KG 69,69,1.245
2023,10,28,28294, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28295, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.01
2023,10,28,28295, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67.5,2.03
2023,10,28,28295, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,1.44
2023,10,28,28295, CRE, CREMA EXTRA,34,4
2023,10,28,28296, MOY3, MOSTAZA YOLI 3.8KG,91,1
2023,10,28,28296, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,28,28296, CRP, CREMA PURA,22,6
2023,10,28,28297, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,1
2023,10,28,28297, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,28,28297, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,28,28298, JAVPCAP, JAMON VIRGINIA PAVO CAPIS (PRO),111,0.25
2023,10,28,28299, QUOSJ, QUESO OAXACA IMPERIAL ORO 1/2KG 122,61,1
2023,10,28,28300, SAPZCM, SALCHICHA PAVO CAPIS 1/2KG (PRO),33.5,1
2023,10,28,28300, SAPZC1, SALCHICHA PAVO CAPIS 1KG (PRO),62,1
2023,10,28,28301, QUOIC1, QUESO OAXACA CUBICADO IMPERIAL 1KG 89,89,3
2023,10,28,28302, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.03
2023,10,28,28302, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,1.2
2023,10,28,28302, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,28,28303, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,1
2023,10,28,28304, QUCAI, QUESO COTIJA ANEJO IMPERIAL 154,154,2.2
2023,10,28,28305, QUOSJ, QUESO OAXACA IMPERIAL ORO 1/2KG 122,61,1
2023,10,28,28305, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,28,28306, SAPZAG, SALCHICHA PAVO ANY GRANEL,36,0.5
2023,10,28,28307, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28307, JAPCPR, JAMON PIERNA CAPIS (PRO),99,0.5
2023,10,28,28308, ARRIM, ARRACHERA IMPERIAL MAYOREO,81,15
2023,10,28,28308, CUMK, CUERITOS MEXICANO 1KG,22.5,1
2023,10,28,28309, QUAMK, ADOBERA FUNDIR MOY 1KG 139,139,0.97
2023,10,28,28309, CRE, CREMA EXTRA,34,0.5
2023,10,28,28309, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,28,28310, QUOIM, QUESO OAXACA IMPERIAL 1/2KG 89,44.5,5
2023,10,28,28310, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,28,28311, MOP3, MOLE PROVINCIANO 3KG,194,1
2023,10,28,28312, REZ, REQUESON ORDENA (PRO) 43,43,1.07
2023,10,28,28312, REZ, REQUESON ORDENA (PRO) 43,43,1.6
2023,10,28,28312, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,18.5,3
2023,10,28,28312, EXQAD, EXHIBIDOR QUESO AMARILLO DAISY,93,3
2023,10,28,28312, MAD1K, MANTEQUILLA DAISY 1KG,107,2
2023,10,28,28312, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,6.33
2023,10,28,28312, LED24C, LECHERA DUPAOLI 24KG CUBETA GRANDE,1105,1
2023,10,28,28313, QUMEV, QUESO MOLIDO ECONOMICO VANIA (PRO),28,2
2023,10,28,28313, REIO, REQUESON IMPERIAL ORO 47,47,1.5
2023,10,28,28313, CAYG, CATSUP YOLI GALON,70,1
2023,10,28,28313, CRZP, CREMA ORDE√ëA (PRO),29,5
2023,10,28,28314, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,1
2023,10,28,28315, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,1
2023,10,28,28315, JAR, JAMON AMERICANO RIOJA (PRO),71,3
2023,10,28,28316, CRCCHORRO, CREMA IMPERIAL              ,44,4
2023,10,28,28317, CUP1, CUERITOS PICADOS IMPERIAL 1KG,18.5,2
2023,10,28,28318, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,0.5
2023,10,28,28318, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,28,28319, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,0.485
2023,10,28,28319, EXQAD, EXHIBIDOR QUESO AMARILLO DAISY,93,1
2023,10,28,28319, JAR, JAMON AMERICANO RIOJA (PRO),71,0.25
2023,10,28,28319, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,0.25
2023,10,28,28320, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,2
2023,10,28,28320, CRCCHORRO, CREMA IMPERIAL              ,44,6.5
2023,10,28,28320, JAR, JAMON AMERICANO RIOJA (PRO),71,10
2023,10,28,28321, QUOIM, QUESO OAXACA IMPERIAL 1/2KG 89,44.5,1
2023,10,28,28322, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,5
2023,10,28,28322, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,16
2023,10,28,28322, CRCCHORRO, CREMA IMPERIAL              ,44,5
